a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_train_time,b_train_time_WS,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts
1,0.37273686612044843,0.420527562950074,0.3599865865540248,1.5453280679275934,1.4147827727136262,1.538059839303624,0.3679258264067382,0.4101335140625526,0.3631064974072682,0.5153637683698817,1.754977234431795,0.4891993484695554,31,42,1555.4051449298859,0.1405019760131836,1555.2646429538727,64,0.01,0.0,0.0,true
2,0.2671457864442981,0.420527562950074,0.2577366883172767,1.5515755740861552,1.4147827727136262,1.754987091855329,0.2653603790186658,0.4101335140625526,0.22265576017865962,0.5153637683698817,1.754977234431795,0.4891993484695554,12,43,1594.8224461078644,0.14005208015441895,1594.68239402771,64,0.01,0.0,0.0,false
3,0.4367403725202774,0.420527562950074,0.3842535985054414,1.425307717406282,1.4147827727136262,1.5215666870254463,0.41605852696025436,0.4101335140625526,0.3808713280351912,0.5153637683698817,1.754977234431795,0.4891993484695554,14,42,1627.9674079418182,0.14064598083496094,1627.8267619609833,64,0.01,0.5,0.0,true
4,0.40245495292108124,0.420527562950074,-0.006560593502054957,1.4369661104529072,1.4147827727136262,1.7512926149497696,0.38252507458564056,0.4101335140625526,0.019112183897048496,0.5153637683698817,1.754977234431795,0.4891993484695554,6,42,1562.3433129787445,0.14215302467346191,1562.201159954071,64,0.01,0.5,0.0,false
5,0.43371204148472087,0.420527562950074,0.4201584245585477,1.4870070953261756,1.4147827727136262,1.490392965000968,0.4201155178970073,0.4101335140625526,0.41665194492896096,0.5153637683698817,1.754977234431795,0.4891993484695554,28,42,1719.4167878627777,0.1400759220123291,1719.2767119407654,64,0.01,0.1,0.0,true
6,0.4029888752129769,0.420527562950074,-0.1641936546290952,1.424250544936739,1.4147827727136262,1.704833672038066,0.39468492694463686,0.4101335140625526,-0.07801109597531442,0.5153637683698817,1.754977234431795,0.4891993484695554,12,42,1526.9357709884644,0.14016389846801758,1526.7956070899963,64,0.01,0.1,0.0,false
7,0.4199809440396307,0.420527562950074,0.4209221885535026,1.4623671172934545,1.4147827727136262,1.4669167339125062,0.4114561696584338,0.4101335140625526,0.4104593230519531,0.5153637683698817,1.754977234431795,0.4891993484695554,35,42,1816.6796209812164,0.15711712837219238,1816.5225038528442,64,0.01,0.02,0.0,true
8,0.4003683188764344,0.420527562950074,0.18847721719087618,1.4147838880655197,1.4147827727136262,1.5306286671503702,0.40070373674545445,0.4101335140625526,0.22464703401469155,0.5153637683698817,1.754977234431795,0.4891993484695554,5,42,1536.1815700531006,0.1398601531982422,1536.0417098999023,64,0.01,0.02,0.0,false
9,0.36217959126301014,0.420527562950074,0.3621839187941365,1.5450448546140714,1.4147827727136262,1.5360241571289013,0.3693271024530349,0.4101335140625526,0.36512167707493326,0.5153637683698817,1.754977234431795,0.4891993484695554,32,44,1559.9852929115295,0.14128494262695312,1559.8440079689026,64,0.01,0.0,0.001,true
10,0.26878997506059177,0.420527562950074,0.1923835821463391,1.6217676894723807,1.4147827727136262,1.7549727540597493,0.26393296073864203,0.4101335140625526,0.16946752421227118,0.5153637683698817,1.754977234431795,0.4891993484695554,15,44,1595.1008920669556,0.13962388038635254,1594.9612681865692,64,0.01,0.0,0.001,false
11,0.43674036918265635,0.420527562950074,0.3888119110937174,1.4253071512716282,1.4147827727136262,1.5220052030343956,0.4160585394048417,0.4101335140625526,0.3817713464315575,0.5153637683698817,1.754977234431795,0.4891993484695554,14,44,1655.218276977539,0.14135313034057617,1655.0769238471985,64,0.01,0.5,0.001,true
12,0.4009889777463913,0.420527562950074,0.22908662151381232,1.4345012006553501,1.4147827727136262,1.7513930381154639,0.3820523327776746,0.4101335140625526,0.20050249708719692,0.5153637683698817,1.754977234431795,0.4891993484695554,5,44,1561.8540592193604,0.1399369239807129,1561.7141222953796,64,0.01,0.5,0.001,false
13,0.43371182781817685,0.420527562950074,0.4212762165913819,1.4851869904645048,1.4147827727136262,1.492928184429183,0.4201167380546391,0.4101335140625526,0.4131065082815786,0.5153637683698817,1.754977234431795,0.4891993484695554,28,44,1605.9698131084442,0.13919615745544434,1605.8306169509888,64,0.01,0.1,0.001,true
14,0.40140664785950375,0.420527562950074,0.26675275334859805,1.4193556162865058,1.4147827727136262,1.7055699746785749,0.39472395112377434,0.4101335140625526,0.2179607829787451,0.5153637683698817,1.754977234431795,0.4891993484695554,8,44,1551.7374758720398,0.13966917991638184,1551.5978066921234,64,0.01,0.1,0.001,false
15,0.419980947386281,0.420527562950074,0.418490938554247,1.4623692108555102,1.4147827727136262,1.4669229196587308,0.4114561265333003,0.4101335140625526,0.41045919154993293,0.5153637683698817,1.754977234431795,0.4891993484695554,35,45,1815.2790319919586,0.1503129005432129,1815.1287190914154,64,0.01,0.02,0.001,true
16,0.4003684957640383,0.420527562950074,0.36111991952966815,1.414783800372116,1.4147827727136262,1.5251541448966122,0.4007220856913054,0.4101335140625526,0.354174273828445,0.5153637683698817,1.754977234431795,0.4891993484695554,4,44,1575.7690250873566,0.14040803909301758,1575.6286170482635,64,0.01,0.02,0.001,false
17,0.3469398204835754,0.420527562950074,0.34693905605518083,1.4502210720680377,1.4147827727136262,1.450222684287719,0.36085547223271197,0.4101335140625526,0.36085640853007206,0.5153637683698817,1.754977234431795,0.4891993484695554,52,52,1657.2533910274506,0.14181089401245117,1657.111580133438,64,0.01,0.0,0.1,true
18,0.3359607198456578,0.420527562950074,0.3359657307591182,1.5077523463434854,1.4147827727136262,1.5074424285702768,0.34476610092176263,0.4101335140625526,0.34476403045595494,0.5153637683698817,1.754977234431795,0.4891993484695554,47,50,1565.9484181404114,0.14023494720458984,1565.8081831932068,64,0.01,0.0,0.1,false
19,0.4374197076297479,0.420527562950074,0.4053888780419628,1.426662075925159,1.4147827727136262,1.49132635002276,0.41947143501851514,0.4101335140625526,0.4009789034343161,0.5153637683698817,1.754977234431795,0.4891993484695554,15,45,1684.4518818855286,0.1410830020904541,1684.310798883438,64,0.01,0.5,0.1,true
20,0.40098754027813444,0.420527562950074,0.3899384182927035,1.434499966365503,1.4147827727136262,1.5727310787709081,0.3811095064262917,0.4101335140625526,0.36667818376219574,0.5153637683698817,1.754977234431795,0.4891993484695554,5,44,1559.9548230171204,0.13959193229675293,1559.8152310848236,64,0.01,0.5,0.1,false
21,0.4393021375095285,0.420527562950074,0.41593144873535914,1.4810614361779244,1.4147827727136262,1.471694930447157,0.41679278377840223,0.4101335140625526,0.4110560015884628,0.5153637683698817,1.754977234431795,0.4891993484695554,25,45,1759.186800956726,0.14207196235656738,1759.0447289943695,64,0.01,0.1,0.1,true
22,0.4015857841590069,0.420527562950074,0.417239343037932,1.4194634348308992,1.4147827727136262,1.550881193793796,0.39638975717679714,0.4101335140625526,0.3946749369716882,0.5153637683698817,1.754977234431795,0.4891993484695554,5,44,1600.9827950000763,0.14277386665344238,1600.8400211334229,64,0.01,0.1,0.1,false
23,0.4226104109645301,0.420527562950074,0.4181539521804385,1.4314759186900203,1.4147827727136262,1.4589040427195021,0.4106170714761803,0.4101335140625526,0.4105916315480096,0.5153637683698817,1.754977234431795,0.4891993484695554,26,45,1783.4327609539032,0.14180302619934082,1783.2909579277039,64,0.01,0.02,0.1,true
24,0.4195267263923197,0.420527562950074,0.4151130301055683,1.4742555322608588,1.4147827727136262,1.4781204140681599,0.4076387023858199,0.4101335140625526,0.40533006573041974,0.5153637683698817,1.754977234431795,0.4891993484695554,32,44,1589.1103570461273,0.14050602912902832,1588.9698510169983,64,0.01,0.02,0.1,false
25,0.2570929834929483,0.420527562950074,-0.21197180147641637,1.1563509871577047,1.4147827727136262,-0.7765691756113977,0.2619299682211378,0.4101335140625526,-0.21421691244890695,0.5153637683698817,1.754977234431795,0.4891993484695554,1,45,1527.8248767852783,0.1435389518737793,1527.6813378334045,64,0.01,0.0,10.0,true
26,0.2410516227737145,0.420527562950074,-0.006390408482214394,1.1230283849829705,1.4147827727136262,0.52678805323107,0.23948737073212323,0.4101335140625526,-0.009026077127198828,0.5153637683698817,1.754977234431795,0.4891993484695554,17,45,1442.1564750671387,0.1391620635986328,1442.01731300354,64,0.01,0.0,10.0,false
27,0.42151214850114327,0.420527562950074,0.4205618395180699,1.4238339125566482,1.4147827727136262,1.4147882585970608,0.4101338791572724,0.4101335140625526,0.41012368821402445,0.5153637683698817,1.754977234431795,0.4891993484695554,24,45,1606.2977640628815,0.13890695571899414,1606.1588571071625,64,0.01,0.5,10.0,true
28,0.4213622165106363,0.420527562950074,0.4205646188129222,1.416633404916035,1.4147827727136262,1.4147875859033254,0.410122374934359,0.4101335140625526,0.41012369403301774,0.5153637683698817,1.754977234431795,0.4891993484695554,37,45,1547.052020072937,0.14053702354431152,1546.9114830493927,64,0.01,0.5,10.0,false
29,0.4204809423269025,0.420527562950074,0.42053168229386984,1.4202977438188262,1.4147827727136262,1.4147833148136604,0.410133516908491,0.4101335140625526,0.4101323612734258,0.5153637683698817,1.754977234431795,0.4891993484695554,8,45,1764.7305138111115,0.14142799377441406,1764.589085817337,64,0.01,0.1,10.0,true
30,0.4213994009388513,0.420527562950074,0.4205331406618884,1.4153971386583875,1.4147827727136262,1.4147828081858793,0.41013198691298225,0.4101335140625526,0.4101323625349238,0.5153637683698817,1.754977234431795,0.4891993484695554,36,45,1588.5832839012146,0.1428079605102539,1588.4404759407043,64,0.01,0.1,10.0,false
31,0.4198579115663019,0.420527562950074,0.42052822028482106,1.4233204386443976,1.4147827727136262,1.4147828642566909,0.4101336910516402,0.4101335140625526,0.41013334402479984,0.5153637683698817,1.754977234431795,0.4891993484695554,23,45,1806.5028820037842,0.14179611206054688,1806.3610858917236,64,0.01,0.02,10.0,true
32,0.4205819430007607,0.420527562950074,0.4205290065970253,1.4146799976614854,1.4147827727136262,1.4147826433293824,0.4101328929474839,0.4101335140625526,0.4101333451819775,0.5153637683698817,1.754977234431795,0.4891993484695554,36,46,1613.5263628959656,0.14001798629760742,1613.386344909668,64,0.01,0.02,10.0,false
